address,current_name,glabel,name_layer,aliases,insns,src_location,origin,tier,evidence,action,proposed_name,queued
0x80036940,special_camera_Exec,special_camera_Exec,glabel,,274,src/code6cac_b2_post.c:237,kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'Kengo size-match batch (38 renames, 2026-03-30)'; kengo_matches.csv: kengo_name=special_camera_Exec confidence=name-unique insn_diff=0 combined_score=0.00; body at src/code6cac_b2_post.c:237",RESET,,yes
0x80036D88,game_check_reload_pending,func_80036D88,named_syms.txt/symbol_addrs.txt alias only,game_check_reload_pending_80036D88,4,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=medium method=APPLIED-DIFFERENTLY; sole_caller_path=game_FrameLoop_helper_80036D88; address_neighborhood=game_local_80036D88,KEEP,,
0x80036D98,replay_camera_Init,func_80036D98,src/*.c definition + named_syms alias,replay_camera_Init_80036D98,39,src/code6cac.c:118,kengo-derived,INFERRED,"tools/rename_funcs.py RENAMES map, KENGO band — 'HIGH â€” core engine, single exact affinity match @ Kengo affinity batch (38 renames, 2026-03-30)'; kengo_matches.csv: kengo_name=replay_camera_Init confidence=name-unique insn_diff=0 combined_score=0.00; kengo_name_decisions.csv: keep/high — Live CSV row is name-unique and nearby source has kengo HIGH nm_replay_cam evidence; reviewed-keep: downgraded SUSPECT->INFERRED by recorded review; body at src/code6cac.c:118",KEEP,,
0x80036D98,replay_camera_Init,replay_camera_Init,glabel,replay_camera_Init_80036D98,39,src/code6cac.c:118,kengo-derived,INFERRED,"tools/rename_funcs.py RENAMES map, KENGO band — 'HIGH â€” core engine, single exact affinity match @ Kengo affinity batch (38 renames, 2026-03-30)'; kengo_matches.csv: kengo_name=replay_camera_Init confidence=name-unique insn_diff=0 combined_score=0.00; kengo_name_decisions.csv: keep/high — Live CSV row is name-unique and nearby source has kengo HIGH nm_replay_cam evidence; reviewed-keep: downgraded SUSPECT->INFERRED by recorded review; body at src/code6cac.c:118",KEEP,,
0x80036E34,special_camera_check_pos_outside_ground_80036E34,special_camera_check_pos_outside_ground_80036E34,glabel,ndata_disc_read_scheduler_80036E34,29,src/code6cac_b2_post.c:265,kengo-derived,SUSPECT,kengo_matches.csv: kengo_name=? confidence=? insn_diff=? combined_score=0; body at src/code6cac_b2_post.c:265,RESET,,
0x80036EA8,mode_helper,func_80036EA8,named_syms.txt/symbol_addrs.txt alias only,mode_helper_80036EA8,6,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; address_neighborhood=game_local_80036EA8,KEEP,,
0x80036EC0,game_FrameInit,game_FrameInit,glabel,,26,src/code6cac.c:28,unattributed,INFERRED,"named outside every recorded evidence path (Kengo / PsyQ / renamer map / naming-analyzer CSVs); provenance UNKNOWN — cannot be defended, treat as review-required; introduced by commit 4c7390cc readability: rename 29 func_ functions to semantic names; body at src/code6cac.c:28",KEEP,,
0x80036F28,obj_GetValue,func_80036F28,named_syms.txt/symbol_addrs.txt alias only,obj_GetValue_80036F28,6,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; address_neighborhood=game_local_80036F28,KEEP,,
0x80036F40,game_FrameLoop,game_FrameLoop,glabel,,37,src/code6cac.c:29,unattributed,INFERRED,"named outside every recorded evidence path (Kengo / PsyQ / renamer map / naming-analyzer CSVs); provenance UNKNOWN — cannot be defended, treat as review-required; introduced by commit 4c7390cc readability: rename 29 func_ functions to semantic names; body at src/code6cac.c:29",KEEP,,
0x80036FD4,mottest_rob_init,func_80036FD4,src/*.c definition + named_syms alias,mottest_rob_init;mottest_rob_init_80036FD4,79,src/code6cac_c2.c:178,kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'Item 7: Kengo cross-reference renames (67 functions)'; kengo_matches.csv: kengo_name=? confidence=? insn_diff=? combined_score=0; body at src/code6cac_c2.c:178",RESET,,yes
0x80037110,special_cam_lookup_table_entry,func_80037110,named_syms.txt/symbol_addrs.txt alias only,special_cam_lookup_table_entry_80037110,39,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; address_neighborhood=mottest_local_80037110,KEEP,,
0x800371AC,set_D_80101E64_if_valid,func_800371AC,named_syms.txt/symbol_addrs.txt alias only,set_D_80101E64_if_valid_800371AC,15,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; address_neighborhood=mottest_local_800371AC,KEEP,,
0x800371E8,mode_helper,func_800371E8,named_syms.txt/symbol_addrs.txt alias only,mode_helper_800371E8,4,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x800371F8,mottest_rob_init_andmark,func_800371F8,named_syms.txt/symbol_addrs.txt alias only,mottest_rob_init_andmark,15,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x80037234,set_global,func_80037234,named_syms.txt/symbol_addrs.txt alias only,set_global_80037234,7,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x80037250,write_zero_to_D_80101E64,func_80037250,named_syms.txt/symbol_addrs.txt alias only,write_zero_to_D_80101E64_80037250,4,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=medium method=APPLIED-DIFFERENTLY; kengo_pattern=replay_camera_check_stage_80037250,KEEP,,
0x80037260,marionation_camera_GetMaxFrame,marionation_camera_GetMaxFrame,glabel,,24,src/code6cac_b2_post.c:392,kengo-derived,SUSPECT,kengo_matches.csv: kengo_name=marionation_camera_GetMaxFrame confidence=name-unique insn_diff=1 combined_score=0.00; body at src/code6cac_b2_post.c:392,RESET,,
0x800372C0,cpu_frame_init_and_loop_wrapper,func_800372C0,named_syms.txt/symbol_addrs.txt alias only,cpu_frame_init_and_loop_wrapper_800372C0,13,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=medium method=APPLIED-DIFFERENTLY; call_graph_cluster=cpu_helper_800372C0,KEEP,,
0x800372F4,special_camera_load_cdrom_wait,func_800372F4,named_syms.txt/symbol_addrs.txt alias only,special_camera_load_cdrom_wait_800372F4,21,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x80037348,special_camera_get_rot_dir,func_80037348,src/*.c definition + named_syms alias,special_camera_get_rot_dir_80037348,72,src/code6cac.c:95,kengo-derived,INFERRED,"tools/rename_funcs.py RENAMES map, KENGO band — 'Kengo near-miss batch LOW confidence (Â±10%, 2026-03-30)'; kengo_matches.csv: kengo_name=special_camera_get_rot_dir confidence=name-unique insn_diff=-6 combined_score=0.00; kengo_name_decisions.csv: keep/medium — Live CSV row is name-unique and body reads SpecialCam rotation/control data; reviewed-keep: downgraded SUSPECT->INFERRED by recorded review; body at src/code6cac.c:95",KEEP,,yes
0x80037348,special_camera_get_rot_dir,special_camera_get_rot_dir,glabel,special_camera_get_rot_dir_80037348,72,src/code6cac.c:95,kengo-derived,INFERRED,"tools/rename_funcs.py RENAMES map, KENGO band — 'Kengo near-miss batch LOW confidence (Â±10%, 2026-03-30)'; kengo_matches.csv: kengo_name=special_camera_get_rot_dir confidence=name-unique insn_diff=-6 combined_score=0.00; kengo_name_decisions.csv: keep/medium — Live CSV row is name-unique and body reads SpecialCam rotation/control data; reviewed-keep: downgraded SUSPECT->INFERRED by recorded review; body at src/code6cac.c:95",KEEP,,yes
0x80037468,marionation_camera_Init_80037468,marionation_camera_Init_80037468,glabel,bios_exec_wrapper_with_setup_80037468,54,src/code6cac_b2_post.c:463,kengo-derived,SUSPECT,kengo_matches.csv: kengo_name=? confidence=? insn_diff=? combined_score=0; body at src/code6cac_b2_post.c:463,RESET,,
0x80037540,mode_helper,func_80037540,named_syms.txt/symbol_addrs.txt alias only,mode_helper_80037540,43,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x800375EC,pad_press_control,pad_press_control,glabel,memcard_event_init_800375EC,98,src/code6cac_c.c:175,kengo-derived,SUSPECT,kengo_matches.csv: kengo_name=pad_press_control confidence=name-unique insn_diff=5 combined_score=0.00; body at src/code6cac_c.c:175,RESET,,
0x80037774,memcard_event_pool_close,func_80037774,named_syms.txt/symbol_addrs.txt alias only,memcard_event_pool_close_80037774,36,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; address_neighborhood=memcard_local_80037774,KEEP,,
0x80037804,memcard_event_wait_class0xF4000001_with_timeout,func_80037804,named_syms.txt/symbol_addrs.txt alias only,memcard_event_wait_class0xF4000001_with_timeout_80037804,41,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; address_neighborhood=memcard_local_80037804,KEEP,,
0x800378A8,memcard_PollEvents,func_800378A8,named_syms.txt/symbol_addrs.txt alias only,memcard_PollEvents,29,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8003791C,memcard_AckEvents,func_8003791C,named_syms.txt/symbol_addrs.txt alias only,memcard_AckEvents,18,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x80037964,memcard_event_wait_class0xF0000011,func_80037964,named_syms.txt/symbol_addrs.txt alias only,memcard_event_wait_class0xF0000011_80037964,29,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; address_neighborhood=memcard_local_80037964,KEEP,,
0x800379D8,rcnt0_AckEvents,func_800379D8,named_syms.txt/symbol_addrs.txt alias only,rcnt0_AckEvents,18,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; address_neighborhood=memcard_local_800379D8,KEEP,,
0x80037A20,_CardCheckPulled2,func_80037A20,src/*.c definition + named_syms alias,_CardCheckPulled2;_CardCheckPulled2_80037A20,33,src/code6cac_c_mid.c:174,kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'Item 7: Kengo cross-reference renames (67 functions)'; kengo_matches.csv: kengo_name=? confidence=? insn_diff=? combined_score=0; body at src/code6cac_c_mid.c:174",RESET,,yes
0x80037AA4,pad_analog_volume_calc,func_80037AA4,named_syms.txt/symbol_addrs.txt alias only,pad_analog_volume_calc_80037AA4,23,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=medium method=APPLIED-DIFFERENTLY; sole_caller_path=pad_FuncAnalog_helper_80037AA4; address_neighborhood=memcard_local_80037AA4; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x80037B00,pad_analog_button_test,func_80037B00,named_syms.txt/symbol_addrs.txt alias only,pad_analog_button_test_80037B00,36,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=medium method=APPLIED-DIFFERENTLY; sole_caller_path=pad_FuncAnalog_helper_80037B00; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,yes
0x80037B90,pad_file_read_init,func_80037B90,named_syms.txt/symbol_addrs.txt alias only,pad_file_read_init_80037B90,41,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=medium method=APPLIED-DIFFERENTLY; sole_caller_path=pad_FuncAnalog_helper_80037B90; string_adjacent_info=?; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x80037C34,pad_file_write_wrapper,func_80037C34,named_syms.txt/symbol_addrs.txt alias only,pad_file_write_wrapper_80037C34,56,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=medium method=APPLIED-DIFFERENTLY; sole_caller_path=pad_FuncAnalog_helper_80037C34; string_adjacent_info=?; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x80037F08,motion_LoadPreCalcData_80037F08,motion_LoadPreCalcData_80037F08,glabel,bios_FormatDevice_B_wrapper_80037F08;motion_LoadPreCalcData_80037F08,14,src/code6cac_c_mid.c:183,misname-flag,SUSPECT,RECORDED CONTRADICTION: named_syms.txt:2510 /* MISNAMED: not motion-pre-calc; calls func_80079A30 then bios_FormatDevice_B() */; body at src/code6cac_c_mid.c:183,RESET,,
0x80037F40,camera_SetMatrix,func_80037F40,src/*.c definition + named_syms alias,camera_SetMatrix;camera_SetMatrix_80037F40;file_disc_checksum_copy_80037F40,51,src/code6cac_c_mid.c:175,misname-flag,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'Item 7: Kengo cross-reference renames (67 functions)'; RECORDED CONTRADICTION: named_syms.txt:204 /* MISNAMED: not a camera fn; see file_disc_checksum_copy_80037F40 in pass-5 replacement section */; body at src/code6cac_c_mid.c:175",RESET,,
0x8003800C,damage_DebugDisp,damage_DebugDisp,glabel,,79,src/code6cac_c_mid.c:242,kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'HIGH â€” core engine, single exact affinity match @ Kengo affinity batch (38 renames, 2026-03-30)'; kengo_matches.csv: kengo_name=damage_DebugDisp confidence=name-unique insn_diff=0 combined_score=0.00; body at src/code6cac_c_mid.c:242",RESET,,yes
0x80038148,psyq_memset,func_80038148,named_syms.txt/symbol_addrs.txt alias only,clear_disp_state_buf_80038148;pad_clear_buffer_80038148;psyq_memset_80038148,10,,misname-flag,SUSPECT,"RECORDED CONTRADICTION: named_syms.txt:31 /* MISNAMED: clears g_disp_state_buf (D_800F33D8, 512 bytes) â€” specific buffer clear, not generic memset; see also pad_clear_buffer_80038148 sibling */",RESET,,
0x80038170,pad_controller_init,func_80038170,named_syms.txt/symbol_addrs.txt alias only,pad_controller_init_80038170,141,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=medium method=APPLIED-DIFFERENTLY; sole_caller_path=pad_FuncAnalog_helper_80038170; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,yes
0x800383A4,pad_FuncAnalog,pad_FuncAnalog,glabel,,173,src/code6cac_c_mid.c:446,kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'HIGH â€” core engine, single exact affinity match @ Kengo affinity batch (38 renames, 2026-03-30)'; kengo_matches.csv: kengo_name=pad_FuncAnalog confidence=name-unique insn_diff=0 combined_score=0.00; body at src/code6cac_c_mid.c:446",RESET,,
0x80038658,file_io_state_advance,func_80038658,named_syms.txt/symbol_addrs.txt alias only,file_io_state_advance_80038658,55,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; address_neighborhood=motion_local_80038658,KEEP,,yes
0x80038734,game_input_tick,func_80038734,named_syms.txt/symbol_addrs.txt alias only,game_input_tick_80038734,18,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; address_neighborhood=motion_local_80038734,KEEP,,
0x8003877C,motion_shift_check_m_hit_stop,motion_shift_check_m_hit_stop,glabel,,8,src/code6cac_c_mid.c:622,kengo-derived,SUSPECT,kengo_matches.csv: kengo_name=motion_shift_check_m_hit_stop confidence=name-unique insn_diff=0 combined_score=0.00; body at src/code6cac_c_mid.c:622,RESET,,
0x8003879C,motion_shift_set_mode1,func_8003879C,named_syms.txt/symbol_addrs.txt alias only,motion_shift_set_mode1,9,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=medium method=APPLIED-DIFFERENTLY; sole_caller_path=motion_SetMotion_helper_8003879C; address_neighborhood=motion_local_8003879C,KEEP,,
0x800387C0,motion_shift_set_mode2,func_800387C0,named_syms.txt/symbol_addrs.txt alias only,motion_shift_set_mode2,10,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=medium method=APPLIED-DIFFERENTLY; kengo_pattern=motion_SavePreCalcData_800387C0; sole_caller_path=motion_SetMotion_helper_800387C0; address_neighborhood=motion_local_800387C0,KEEP,,
0x800387E8,motion_shift_set_mode3,func_800387E8,named_syms.txt/symbol_addrs.txt alias only,motion_shift_set_mode3,9,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=medium method=APPLIED-DIFFERENTLY; sole_caller_path=motion_SetMotion_helper_800387E8; address_neighborhood=motion_local_800387E8,KEEP,,
0x8003880C,damage_CalcHitDamage,func_8003880C,named_syms.txt/symbol_addrs.txt alias only,damage_CalcHitDamage;damage_CalcHitDamage_8003880C,39,,kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'Item 7: Kengo cross-reference renames (67 functions)'; kengo_matches.csv: kengo_name=? confidence=? insn_diff=? combined_score=0",RESET,,
0x800388A8,mode_helper,func_800388A8,named_syms.txt/symbol_addrs.txt alias only,mode_helper_800388A8,56,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; address_neighborhood=motion_local_800388A8,KEEP,,
0x80038988,file_io_state_dispatch,func_80038988,named_syms.txt/symbol_addrs.txt alias only,file_io_state_dispatch_80038988,186,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; address_neighborhood=motion_local_80038988,KEEP,,
0x80038C70,motion_SetMotion,motion_SetMotion,glabel,,402,src/code6cac_c_mid.c:895,kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'Kengo near-miss batch LOW confidence (Â±10%, 2026-03-30)'; kengo_matches.csv: kengo_name=motion_SetMotion confidence=name-unique insn_diff=23 combined_score=0.02; body at src/code6cac_c_mid.c:895",RESET,,yes
0x800392B8,stub,func_800392B8,named_syms.txt/symbol_addrs.txt alias only,stub_800392B8,4,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x800392C8,mario_test_init_dialog_memory,func_800392C8,named_syms.txt/symbol_addrs.txt alias only,mario_test_init_dialog_memory_800392C8,22,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x80039320,cpu_clear_move_buffers,func_80039320,named_syms.txt/symbol_addrs.txt alias only,cpu_clear_move_buffers_80039320,42,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x800393C8,saSeInit_2,saSeInit_2,glabel,,123,src/code6cac_c_mid.c:1267,kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'Kengo size-match batch (38 renames, 2026-03-30)'; kengo_matches.csv: kengo_name=saSeInit confidence=size-only-ambiguous insn_diff=0 combined_score=0.00; body at src/code6cac_c_mid.c:1267",RESET,,yes
0x800395B4,motion_helper,func_800395B4,named_syms.txt/symbol_addrs.txt alias only,motion_helper_800395B4,51,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x80039680,cpu_helper,func_80039680,named_syms.txt/symbol_addrs.txt alias only,cpu_helper_80039680,72,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x800397A0,cpu_advance_move_counter,func_800397A0,named_syms.txt/symbol_addrs.txt alias only,cpu_advance_move_counter_800397A0,13,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; address_neighborhood=mode_local_800397A0,KEEP,,
0x800397D4,mode_handler_04_GameSetup,func_800397D4,named_syms.txt/symbol_addrs.txt alias only,mode_handler_04_GameSetup,30,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8003984C,mode_helper,func_8003984C,named_syms.txt/symbol_addrs.txt alias only,mode_helper_8003984C,60,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=low method=APPLIED-DIFFERENTLY; address_neighborhood=mode_local_8003984C,KEEP,,
0x8003993C,mode_handler_05_NoOp,func_8003993C,named_syms.txt/symbol_addrs.txt alias only,mode_handler_05_NoOp,526,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,yes
0x8003A174,bios_helper,func_8003A174,named_syms.txt/symbol_addrs.txt alias only,bios_helper_8003A174,60,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; string_adjacent_info=?; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8003A264,bios_helper,func_8003A264,named_syms.txt/symbol_addrs.txt alias only,bios_helper_8003A264,30,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8003A2DC,func_8003A2DC,func_8003A2DC,glabel,,11,src/code6cac_c_mid.c:1550,splat-auto,AUTO,splat-generated placeholder; makes no semantic claim,KEEP,,
0x8003A308,func_8003A308,func_8003A308,glabel,,22,src/code6cac_c_mid.c:1553,splat-auto,AUTO,splat-generated placeholder; makes no semantic claim,KEEP,,
0x8003A360,events_enable,func_8003A360,named_syms.txt/symbol_addrs.txt alias only,events_enable_8003A360,15,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8003A39C,func_8003A39C,func_8003A39C,glabel,,21,src/code6cac.c:31,splat-auto,AUTO,splat-generated placeholder; makes no semantic claim,KEEP,,
0x8003A3F0,motion_SavePreCalcData_8003A3F0,motion_SavePreCalcData_8003A3F0,glabel,motion_SavePreCalcData_8003A3F0;set_event_flag_8003A3F0,11,src/code6cac_c_mid.c:1575,misname-flag,SUSPECT,RECORDED CONTRADICTION: named_syms.txt:2513 /* MISNAMED: not motion-pre-calc; calls func_8003A39C then sets D_800A3928 = 1 */; body at src/code6cac_c_mid.c:1575,RESET,,
0x8003A41C,set_flag_D_800A3730,func_8003A41C,named_syms.txt/symbol_addrs.txt alias only,set_flag_D_800A3730_8003A41C,4,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=medium method=APPLIED-DIFFERENTLY; kengo_pattern=replay_camera_check_stage_8003A41C,KEEP,,
0x8003A42C,set_global,func_8003A42C,named_syms.txt/symbol_addrs.txt alias only,set_global_8003A42C,9,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8003A450,irq_helper,func_8003A450,named_syms.txt/symbol_addrs.txt alias only,irq_helper_8003A450,73,,naming-analyzer(proposals_resolved),INFERRED,"docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ; NOTE: name wears a PsyQ-style family prefix but its recorded origin is the naming analyzer, NOT an SDK signature match — the prefix asserts more than the evidence",KEEP,,
0x8003A574,motion_SavePreCalcData_8003A574,motion_SavePreCalcData_8003A574,glabel,bios_FileRead_B_wrapper_8003A574;motion_SavePreCalcData_8003A574,11,src/code6cac_c_mid.c:1630,misname-flag,SUSPECT,RECORDED CONTRADICTION: named_syms.txt:2514 /* MISNAMED: not motion-pre-calc; calls bios_FileRead_B with buffer */; body at src/code6cac_c_mid.c:1630,RESET,,
0x8003A5A0,pad_ClearAppliBuffer,pad_ClearAppliBuffer,glabel,,87,src/code6cac_c_mid.c:1634,kengo-derived,SUSPECT,"tools/rename_funcs.py RENAMES map, KENGO band — 'HIGH â€” core engine, single exact affinity match @ Kengo affinity batch (38 renames, 2026-03-30)'; kengo_matches.csv: kengo_name=pad_ClearAppliBuffer confidence=name-unique insn_diff=0 combined_score=0.00; body at src/code6cac_c_mid.c:1634",RESET,,yes
0x8003A6FC,single_game_helper,func_8003A6FC,named_syms.txt/symbol_addrs.txt alias only,single_game_helper_8003A6FC,11,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8003A728,single_game_HashAndStoreData,func_8003A728,named_syms.txt/symbol_addrs.txt alias only,single_game_HashAndStoreData_8003A728,200,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,yes
0x8003AA48,game_helper,func_8003AA48,named_syms.txt/symbol_addrs.txt alias only,game_helper_8003AA48,12,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8003AA78,game_exec_display_sync,func_8003AA78,named_syms.txt/symbol_addrs.txt alias only,game_exec_display_sync_8003AA78,14,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8003AAB0,game_exec_display_dma_loop,func_8003AAB0,named_syms.txt/symbol_addrs.txt alias only,game_exec_display_dma_loop_8003AAB0,37,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8003AB44,replay_camera_helper,func_8003AB44,named_syms.txt/symbol_addrs.txt alias only,replay_camera_helper_8003AB44,93,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
0x8003ACB8,replay_camera_wait_for_playback,func_8003ACB8,named_syms.txt/symbol_addrs.txt alias only,replay_camera_wait_for_playback_8003ACB8,105,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=medium method=APPLIED-DIFFERENTLY; sole_caller_path=replay_camera_rob_back_loose2_helper_8003ACB8,KEEP,,
0x8003AE5C,mode_helper,func_8003AE5C,named_syms.txt/symbol_addrs.txt alias only,mode_helper_8003AE5C,57,,naming-analyzer(proposals_resolved),INFERRED,docs/naming/proposals_resolved.csv: confidence=none method=NO-PROPOSAL-NOW-NAMED; ,KEEP,,
