addr,current_name,aliases,proposed_name,all_sony_names,module,lib,mod_start,evidence,classification,in_main_block,queued,census_action,census_tier,census_name,name_source,note
0x8007AAE4,func_8007AAE4,initLineF2_8007AAE4,SetLineF2,SetLineF2,PRIM,LIBGPU,0x8007A788,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,CORROBORATED,initLineF2,asm/funcs glabel,contradicting live alias(es): initLineF2_8007AAE4
0x8007AAF8,func_8007AAF8,initLineG2_8007AAF8,SetLineG2,SetLineG2,PRIM,LIBGPU,0x8007A788,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,CORROBORATED,initLineG2,asm/funcs glabel,contradicting live alias(es): initLineG2_8007AAF8
0x8007AB0C,func_8007AB0C,initPolyF3_dither_8007AB0C,SetLineF3,SetLineF3,PRIM,LIBGPU,0x8007A788,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,CORROBORATED,initPolyF3_dither,asm/funcs glabel,contradicting live alias(es): initPolyF3_dither_8007AB0C
0x8007AB2C,func_8007AB2C,initPolyG3_dither_8007AB2C,SetLineG3,SetLineG3,PRIM,LIBGPU,0x8007A788,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,CORROBORATED,initPolyG3_dither,asm/funcs glabel,contradicting live alias(es): initPolyG3_dither_8007AB2C
0x8007AB4C,func_8007AB4C,initPolyF4_dither_8007AB4C,SetLineF4,SetLineF4,PRIM,LIBGPU,0x8007A788,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,CORROBORATED,initPolyF4_dither,asm/funcs glabel,contradicting live alias(es): initPolyF4_dither_8007AB4C
0x8007AB6C,func_8007AB6C,initPolyG4_dither_8007AB6C,SetLineG4,SetLineG4,PRIM,LIBGPU,0x8007A788,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,CORROBORATED,initPolyG4_dither,asm/funcs glabel,contradicting live alias(es): initPolyG4_dither_8007AB6C
0x8007AB8C,func_8007AB8C,initDrawMode_8007AB8C,SetDrawTPage,SetDrawTPage,PRIM,LIBGPU,0x8007A788,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,initDrawMode,asm/funcs glabel,contradicting live alias(es): initDrawMode_8007AB8C
0x8007ABB8,func_8007ABB8,initLoadImage_8007ABB8;initLoadImage,SetDrawMove,SetDrawMove,PRIM,LIBGPU,0x8007A788,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,initLoadImage,asm/funcs glabel,contradicting live alias(es): initLoadImage_8007ABB8;initLoadImage
0x8007AC18,func_8007AC18,initStoreImage_8007AC18,SetDrawLoad,SetDrawLoad,PRIM,LIBGPU,0x8007A788,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,initStoreImage,asm/funcs glabel,contradicting live alias(es): initStoreImage_8007AC18
0x8007AC84,func_8007AC84,gpu_CatPacket_8007AC84,MargePrim,MargePrim,PRIM,LIBGPU,0x8007A788,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,gpu_CatPacket,asm/funcs glabel,contradicting live alias(es): gpu_CatPacket_8007AC84
0x8007ACBC,func_8007ACBC,gpu_DebugDispEnv_8007ACBC,DumpDrawEnv,DumpDrawEnv,PRIM,LIBGPU,0x8007A788,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,gpu_DebugDispEnv,asm/funcs glabel,contradicting live alias(es): gpu_DebugDispEnv_8007ACBC
0x8007ADD0,func_8007ADD0,gpu_DebugDrawEnv_8007ADD0,DumpDispEnv,DumpDispEnv,PRIM,LIBGPU,0x8007A788,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,gpu_DebugDrawEnv,asm/funcs glabel,contradicting live alias(es): gpu_DebugDrawEnv_8007ADD0
0x8007AE7C,func_8007AE7C,gpu_SetMode_8007AE7C,ResetGraph,ResetGraph,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,gpu_SetMode,asm/funcs glabel,contradicting live alias(es): gpu_SetMode_8007AE7C
0x8007B000,func_8007B000,gpu_SetDither_8007B000,SetGraphReverse,SetGraphReverse,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,gpu_SetDither,asm/funcs glabel,contradicting live alias(es): gpu_SetDither_8007B000
0x8007B114,func_8007B114,gpu_SetDebugLevel_8007B114;gpu_SetDebugLevel,SetGraphDebug,SetGraphDebug,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,gpu_SetDebugLevel,asm/funcs glabel,contradicting live alias(es): gpu_SetDebugLevel_8007B114;gpu_SetDebugLevel
0x8007B178,func_8007B178,gpu_SetInterlace_8007B178,SetGraphQueue,SetGraphQueue,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,gpu_SetInterlace,asm/funcs glabel,contradicting live alias(es): gpu_SetInterlace_8007B178
0x8007B224,func_8007B224,gpu_GetType_8007B224,GetGraphType,GetGraphType,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,gpu_GetType,asm/funcs glabel,contradicting live alias(es): gpu_GetType_8007B224
0x8007B234,func_8007B234,gpu_GetDebugLevel_8007B234,GetGraphDebug,GetGraphDebug,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,gpu_GetDebugLevel,asm/funcs glabel,contradicting live alias(es): gpu_GetDebugLevel_8007B234
0x8007B244,func_8007B244,gpu_DrawSyncCallback,DrawSyncCallback,DrawSyncCallback,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,gpu_DrawSyncCallback,asm/funcs glabel,contradicting live alias(es): gpu_DrawSyncCallback
0x8007B2A0,gpu_SetDispMask,,SetDispMask,SetDispMask,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,CONTRADICTED,True,,KEEP,VERIFIED,gpu_SetDispMask,asm/funcs glabel,
0x8007B33C,gpu_DrawSync,,DrawSync,DrawSync,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,CONTRADICTED,True,,KEEP,VERIFIED,gpu_DrawSync,asm/funcs glabel,
0x8007B3A8,func_8007B3A8,gpu_DebugCheckRect,,checkRECT,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,MODULE_LOCAL_STATIC,True,,KEEP,INFERRED,gpu_DebugCheckRect,asm/funcs glabel,"OBJ local symbol checkRECT (module-local static, NOT an exported name); propose nothing"
0x8007B4D0,func_8007B4D0,gpu_draw_color_prim_8007B4D0,ClearImage,ClearImage,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,gpu_draw_color_prim,asm/funcs glabel,contradicting live alias(es): gpu_draw_color_prim_8007B4D0
0x8007B564,func_8007B564,gpu_draw_color_prim_stp_8007B564,ClearImage2,ClearImage2,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,gpu_draw_color_prim_stp,asm/funcs glabel,contradicting live alias(es): gpu_draw_color_prim_stp_8007B564
0x8007B600,gpu_LoadImage,,LoadImage,LoadImage,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,CONTRADICTED,True,,KEEP,VERIFIED,gpu_LoadImage,asm/funcs glabel,
0x8007B664,gpu_StoreImage,,StoreImage,StoreImage,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,CONTRADICTED,True,,KEEP,VERIFIED,gpu_StoreImage,asm/funcs glabel,
0x8007B6C8,func_8007B6C8,gpu_MoveImage,MoveImage,MoveImage,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,CONTRADICTED_ALIAS,True,yes:active,KEEP,INFERRED,gpu_MoveImage,asm/funcs glabel,contradicting live alias(es): gpu_MoveImage
0x8007B78C,gpu_ClearOTag,,ClearOTag,ClearOTag,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,CONTRADICTED,True,,KEEP,VERIFIED,gpu_ClearOTag,asm/funcs glabel,
0x8007B844,func_8007B844,,ClearOTagR,ClearOTagR,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,FILL,True,,KEEP,AUTO,func_8007B844,asm/funcs glabel,
0x8007B8DC,gpu_SendPacket,,DrawPrim,DrawPrim,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,CONTRADICTED,True,,KEEP,INFERRED,gpu_SendPacket,asm/funcs glabel,
0x8007B93C,gpu_DrawOTag,,DrawOTag,DrawOTag,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,CONTRADICTED,True,,KEEP,VERIFIED,gpu_DrawOTag,asm/funcs glabel,
0x8007B9B0,func_8007B9B0,gpu_copy_draw_packet_8007B9B0,PutDrawEnv,PutDrawEnv,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,gpu_copy_draw_packet,asm/funcs glabel,contradicting live alias(es): gpu_copy_draw_packet_8007B9B0
0x8007BAB4,func_8007BAB4,gpu_DrawOTagEnv,DrawOTagEnv,DrawOTagEnv,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,gpu_DrawOTagEnv,asm/funcs glabel,contradicting live alias(es): gpu_DrawOTagEnv
0x8007BBD0,gpu_GetDrawEnv,,GetDrawEnv,GetDrawEnv,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,CONTRADICTED,True,,KEEP,INFERRED,gpu_GetDrawEnv,asm/funcs glabel,
0x8007BC08,func_8007BC08,cpu_copy_display_buffer_and_sync_8007BC08,PutDispEnv,PutDispEnv,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,CONTRADICTED_ALIAS,True,yes:active,KEEP,INFERRED,cpu_copy_display_buffer_and_sync,asm/funcs glabel,contradicting live alias(es): cpu_copy_display_buffer_and_sync_8007BC08
0x8007C0B0,func_8007C0B0,gpu_GetDispEnv_8007C0B0,GetDispEnv,GetDispEnv,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,gpu_GetDispEnv,asm/funcs glabel,contradicting live alias(es): gpu_GetDispEnv_8007C0B0
0x8007C0E8,func_8007C0E8,gpu_IsDrawing_8007C0E8,GetODE,GetODE,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,gpu_IsDrawing,asm/funcs glabel,contradicting live alias(es): gpu_IsDrawing_8007C0E8
0x8007C118,func_8007C118,initClearImage_8007C118,SetTexWindow,SetTexWindow,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,initClearImage,asm/funcs glabel,contradicting live alias(es): initClearImage_8007C118
0x8007C154,func_8007C154,initDrawArea_8007C154,SetDrawArea,SetDrawArea,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,initDrawArea,asm/funcs glabel,contradicting live alias(es): initDrawArea_8007C154
0x8007C1D8,func_8007C1D8,initDrawOffset_8007C1D8,SetDrawOffset,SetDrawOffset,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,initDrawOffset,asm/funcs glabel,contradicting live alias(es): initDrawOffset_8007C1D8
0x8007C21C,func_8007C21C,initMaskBit_8007C21C,SetPriority,SetPriority,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,initMaskBit,asm/funcs glabel,contradicting live alias(es): initMaskBit_8007C21C
0x8007C248,func_8007C248,initTexPage_8007C248;initTexPage,SetDrawMode,SetDrawMode,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,initTexPage,asm/funcs glabel,contradicting live alias(es): initTexPage_8007C248;initTexPage
0x8007C2A0,func_8007C2A0,,SetDrawEnv,SetDrawEnv,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,FILL,True,,KEEP,AUTO,func_8007C2A0,asm/funcs glabel,
0x8007C4B8,func_8007C4B8,gpu_helper_8007C4B8,,SetDrawEnv2,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,MODULE_LOCAL_STATIC,True,,KEEP,INFERRED,gpu_helper,asm/funcs glabel,"OBJ local symbol SetDrawEnv2 (module-local static, NOT an exported name); propose nothing"
0x8007C748,func_8007C748,inittexpage_helper_8007C748,,get_mode,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,MODULE_LOCAL_STATIC,True,,KEEP,INFERRED,inittexpage_helper,asm/funcs glabel,"OBJ local symbol get_mode (module-local static, NOT an exported name); propose nothing"
0x8007C7A0,func_8007C7A0,initdrawarea_helper_8007C7A0,,get_cs,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,MODULE_LOCAL_STATIC,True,yes:active,KEEP,INFERRED,initdrawarea_helper,asm/funcs glabel,"OBJ local symbol get_cs (module-local static, NOT an exported name); propose nothing"
0x8007C86C,func_8007C86C,initdrawarea_helper_8007C86C,,get_ce,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,MODULE_LOCAL_STATIC,True,yes:active,KEEP,INFERRED,initdrawarea_helper,asm/funcs glabel,"OBJ local symbol get_ce (module-local static, NOT an exported name); propose nothing"
0x8007C938,func_8007C938,initdrawoffset_helper_8007C938,,get_ofs,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,MODULE_LOCAL_STATIC,True,,KEEP,INFERRED,initdrawoffset_helper,asm/funcs glabel,"OBJ local symbol get_ofs (module-local static, NOT an exported name); propose nothing"
0x8007C97C,func_8007C97C,,,get_tw,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,MODULE_LOCAL_STATIC,True,,KEEP,AUTO,func_8007C97C,asm/funcs glabel,"OBJ local symbol get_tw (module-local static, NOT an exported name); propose nothing"
0x8007CA00,func_8007CA00,cpu_helper_8007CA00,,get_dx,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,MODULE_LOCAL_STATIC,True,,KEEP,INFERRED,cpu_helper,asm/funcs glabel,"OBJ local symbol get_dx (module-local static, NOT an exported name); propose nothing"
0x8007CAB0,func_8007CAB0,get_field0x0_8007CAB0,,_status,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,MODULE_LOCAL_STATIC,True,,KEEP,INFERRED,get_field0x0,asm/funcs glabel,"OBJ local symbol _status (module-local static, NOT an exported name); propose nothing"
0x8007CAC8,func_8007CAC8,gpu_helper_8007CAC8,,_otc,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,MODULE_LOCAL_STATIC,True,,KEEP,INFERRED,gpu_helper,asm/funcs glabel,"OBJ local symbol _otc (module-local static, NOT an exported name); propose nothing"
0x8007CBB0,func_8007CBB0,gpu_PutDrawEnv_8007CBB0,,_clr,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,MODULE_LOCAL_STATIC,True,yes:active,KEEP,INFERRED,gpu_PutDrawEnv,asm/funcs glabel,"OBJ local symbol _clr (module-local static, NOT an exported name); propose nothing"
0x8007CE0C,func_8007CE0C,gpu_helper_8007CE0C,,_dws,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,MODULE_LOCAL_STATIC,True,yes:active,KEEP,INFERRED,gpu_helper,asm/funcs glabel,"OBJ local symbol _dws (module-local static, NOT an exported name); propose nothing"
0x8007D048,func_8007D048,gpu_helper_8007D048,,_drs,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,MODULE_LOCAL_STATIC,True,yes:active,KEEP,INFERRED,gpu_helper,asm/funcs glabel,"OBJ local symbol _drs (module-local static, NOT an exported name); propose nothing"
0x8007D2CC,func_8007D2CC,copy_8007D2CC,,_ctl,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,MODULE_LOCAL_STATIC,True,,KEEP,INFERRED,copy,asm/funcs glabel,"OBJ local symbol _ctl (module-local static, NOT an exported name); propose nothing"
0x8007D2F4,func_8007D2F4,get_global_8007D2F4,,_getctl,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,MODULE_LOCAL_STATIC,True,,KEEP,INFERRED,get_global,asm/funcs glabel,"OBJ local symbol _getctl (module-local static, NOT an exported name); propose nothing"
0x8007D308,func_8007D308,gpu_SendData_8007D308,,_cwb,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,MODULE_LOCAL_STATIC,True,,KEEP,INFERRED,gpu_SendData,asm/funcs glabel,"OBJ local symbol _cwb (module-local static, NOT an exported name); propose nothing"
0x8007D358,func_8007D358,gpu_StartDmaList_8007D358,,_cwc,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,MODULE_LOCAL_STATIC,True,,KEEP,INFERRED,gpu_StartDmaList,asm/funcs glabel,"OBJ local symbol _cwc (module-local static, NOT an exported name); propose nothing"
0x8007D3A4,func_8007D3A4,gpu_GetInfo_8007D3A4,,_param,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,MODULE_LOCAL_STATIC,True,,KEEP,INFERRED,gpu_GetInfo,asm/funcs glabel,"OBJ local symbol _param (module-local static, NOT an exported name); propose nothing"
0x8007D3D4,func_8007D3D4,,,_addque,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,MODULE_LOCAL_STATIC,True,,KEEP,AUTO,func_8007D3D4,asm/funcs glabel,"OBJ local symbol _addque (module-local static, NOT an exported name); propose nothing"
0x8007D3F8,func_8007D3F8,gpu_helper_8007D3F8,,_addque2,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,MODULE_LOCAL_STATIC,True,yes:active,KEEP,INFERRED,gpu_helper,asm/funcs glabel,"OBJ local symbol _addque2 (module-local static, NOT an exported name); propose nothing"
0x8007D6D8,func_8007D6D8,,,_exeque,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,MODULE_LOCAL_STATIC,True,yes:active,KEEP,AUTO,func_8007D6D8,asm/funcs glabel,"OBJ local symbol _exeque (module-local static, NOT an exported name); propose nothing"
0x8007D9C4,func_8007D9C4,gpu_helper_8007D9C4,,_reset,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,MODULE_LOCAL_STATIC,True,,KEEP,INFERRED,gpu_helper,asm/funcs glabel,"OBJ local symbol _reset (module-local static, NOT an exported name); propose nothing"
0x8007DB20,func_8007DB20,gpu_helper_8007DB20,,_sync,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,MODULE_LOCAL_STATIC,True,,KEEP,INFERRED,gpu_helper,asm/funcs glabel,"OBJ local symbol _sync (module-local static, NOT an exported name); propose nothing"
0x8007DC68,func_8007DC68,,,set_alarm,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,MODULE_LOCAL_STATIC,True,,RESET,SUSPECT,motion_LoadPreCalcData_8007DC68,asm/funcs glabel,"OBJ local symbol set_alarm (module-local static, NOT an exported name); propose nothing"
0x8007DC9C,func_8007DC9C,gpu_DrawTimeoutCheck,,get_alarm,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,MODULE_LOCAL_STATIC,True,yes:parked,KEEP,INFERRED,gpu_DrawTimeoutCheck,asm/funcs glabel,"OBJ local symbol get_alarm (module-local static, NOT an exported name); propose nothing"
0x8007DE08,func_8007DE08,,,_version,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,MODULE_LOCAL_STATIC,True,,KEEP,AUTO,func_8007DE08,asm/funcs glabel,"OBJ local symbol _version (module-local static, NOT an exported name); propose nothing"
0x8007DEE4,func_8007DEE4,bb2_memset_8007DEE4,,memset,SYS,LIBGPU,0x8007AE7C,libscan-verbatim,MODULE_LOCAL_STATIC,True,,KEEP,INFERRED,bb2_memset,asm/funcs glabel,"OBJ local symbol memset (module-local static, NOT an exported name); propose nothing"
0x8007DF10,bios_GPU_cw,,GPU_cw,GPU_cw,C73,LIBAPI,0x8007DF10,libscan-verbatim,CONTRADICTED,True,,KEEP,CORROBORATED,bios_GPU_cw,asm/funcs glabel,
0x8007DF20,func_8007DF20,math_Sin_8007DF20;math_Sin,rsin,rsin,GEO_00,LIBGTE,0x8007DF20,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,math_Sin,asm/funcs glabel,contradicting live alias(es): math_Sin_8007DF20;math_Sin
0x8007DF5C,func_8007DF5C,math_SinLookup_8007DF5C;math_SinLookup,sin_1,sin_1,GEO_00,LIBGTE,0x8007DF20,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,math_SinLookup,asm/funcs glabel,contradicting live alias(es): math_SinLookup_8007DF5C;math_SinLookup
0x8007DFEC,func_8007DFEC,math_Cos_8007DFEC;math_Cos,rcos,rcos,GEO_01,LIBGTE,0x8007DFEC,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,math_Cos,asm/funcs glabel,contradicting live alias(es): math_Cos_8007DFEC;math_Cos
0x8007E094,func_8007E094,gte_set_projection_params_8007E094,InitGeom,InitGeom,MSC00,LIBGTE,0x8007E08C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,gte_set_projection_params,asm/funcs glabel,contradicting live alias(es): gte_set_projection_params_8007E094
0x8007E11C,func_8007E11C,math_Sqrt_8007E11C,SquareRoot0,SquareRoot0,MSC01,LIBGTE,0x8007E11C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,math_Sqrt,asm/funcs glabel,contradicting live alias(es): math_Sqrt_8007E11C
0x8007E1AC,func_8007E1AC,gte_gpf_8007E1AC,LoadAverage12,LoadAverage12,MSC06,LIBGTE,0x8007E1AC,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,gte_gpf,asm/funcs glabel,contradicting live alias(es): gte_gpf_8007E1AC
0x8007E1FC,func_8007E1FC,gte_gpf_8007E1FC,LoadAverage0,LoadAverage0,MSC06,LIBGTE,0x8007E1AC,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,gte_gpf,asm/funcs glabel,contradicting live alias(es): gte_gpf_8007E1FC
0x8007E24C,func_8007E24C,gte_gpf_8007E24C,LoadAverageShort12,LoadAverageShort12,MSC06,LIBGTE,0x8007E1AC,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,gte_gpf,asm/funcs glabel,contradicting live alias(es): gte_gpf_8007E24C
0x8007E2D4,func_8007E2D4,gte_gpf_8007E2D4,LoadAverageShort0,LoadAverageShort0,MSC06,LIBGTE,0x8007E1AC,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,gte_gpf,asm/funcs glabel,contradicting live alias(es): gte_gpf_8007E2D4
0x8007E35C,func_8007E35C,gte_gpf_8007E35C,LoadAverageByte,LoadAverageByte,MSC06,LIBGTE,0x8007E1AC,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,gte_gpf,asm/funcs glabel,contradicting live alias(es): gte_gpf_8007E35C
0x8007E3BC,func_8007E3BC,gte_gpf_8007E3BC,LoadAverageCol,LoadAverageCol,MSC06,LIBGTE,0x8007E1AC,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,gte_gpf,asm/funcs glabel,contradicting live alias(es): gte_gpf_8007E3BC
0x8007E43C,func_8007E43C,math_helper_8007E43C,SquareRoot12,SquareRoot12,MSC09,LIBGTE,0x8007E43C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,math_helper,asm/funcs glabel,contradicting live alias(es): math_helper_8007E43C
0x8007E4DC,func_8007E4DC,tanren_helper_8007E4DC,MulMatrix0,MulMatrix0,MTX_000,LIBGTE,0x8007E4DC,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,tanren_helper,asm/funcs glabel,contradicting live alias(es): tanren_helper_8007E4DC
0x8007E5EC,func_8007E5EC,gte_mvmva_8007E5EC,CompMatrix,CompMatrix,MTX_003,LIBGTE,0x8007E5EC,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,gte_mvmva,asm/funcs glabel,contradicting live alias(es): gte_mvmva_8007E5EC
0x8007E74C,func_8007E74C,replay_camera_helper_8007E74C,ApplyMatrixLV,ApplyMatrixLV,MTX_004,LIBGTE,0x8007E74C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,replay_camera_helper,asm/funcs glabel,contradicting live alias(es): replay_camera_helper_8007E74C
0x8007E8AC,func_8007E8AC,motion_matrix_multiply_light_8007E8AC,ApplyRotMatrix,ApplyRotMatrix,MTX_005,LIBGTE,0x8007E8AC,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,motion_matrix_multiply_light,asm/funcs glabel,contradicting live alias(es): motion_matrix_multiply_light_8007E8AC
0x8007E8DC,func_8007E8DC,matrix_scale_3x3_rows_8007E8DC,ScaleMatrixL,ScaleMatrixL,MTX_00A,LIBGTE,0x8007E8DC,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,matrix_scale_3x3_rows,asm/funcs glabel,contradicting live alias(es): matrix_scale_3x3_rows_8007E8DC
0x8007EA0C,func_8007EA0C,motion_matrix_multiply_signed_8007EA0C,ApplyRotMatrixLV,ApplyRotMatrixLV,MTX_01,LIBGTE,0x8007EA0C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,motion_matrix_multiply_signed,asm/funcs glabel,contradicting live alias(es): motion_matrix_multiply_signed_8007EA0C
0x8007EB4C,func_8007EB4C,gte_mvmva_8007EB4C,MulMatrix,MulMatrix,MTX_03,LIBGTE,0x8007EB4C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,gte_mvmva,asm/funcs glabel,contradicting live alias(es): gte_mvmva_8007EB4C
0x8007EC5C,func_8007EC5C,,MulMatrix2,MulMatrix2,MTX_04,LIBGTE,0x8007EC5C,libscan-verbatim,FILL,True,,RESET,SUSPECT,calc_fc_frame_8007EC5C,asm/funcs glabel,
0x8007ED6C,func_8007ED6C,tanren_helper_8007ED6C,ApplyMatrix,ApplyMatrix,MTX_05,LIBGTE,0x8007ED6C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,tanren_helper,asm/funcs glabel,contradicting live alias(es): tanren_helper_8007ED6C
0x8007EDBC,func_8007EDBC,matrix_scale_3x3_cols_8007EDBC,ScaleMatrix,ScaleMatrix,MTX_08,LIBGTE,0x8007EDBC,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,INFERRED,matrix_scale_3x3_cols,asm/funcs glabel,contradicting live alias(es): matrix_scale_3x3_cols_8007EDBC
0x8007EEEC,func_8007EEEC,gte_SetRotMatrix_8007EEEC;gte_SetRotMatrix,SetRotMatrix,SetRotMatrix,MTX_09,LIBGTE,0x8007EEEC,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,CORROBORATED,gte_SetRotMatrix,asm/funcs glabel,contradicting live alias(es): gte_SetRotMatrix_8007EEEC;gte_SetRotMatrix
0x8007EF1C,func_8007EF1C,gte_SetColorMatrix_8007EF1C,SetColorMatrix,SetColorMatrix,MTX_11,LIBGTE,0x8007EF1C,libscan-verbatim,CONTRADICTED_ALIAS,True,,KEEP,CORROBORATED,gte_SetColorMatrix,asm/funcs glabel,contradicting live alias(es): gte_SetColorMatrix_8007EF1C
